"Month","Sex","Employment_status","Main_occupation","Count"
"3968",2017 May,"Males","Part time","Technicians and Trades Workers",159.15645323
"3969",2017 Aug,"Females","Full time","Clerical and Administrative Workers",609.15694055
"3970",2017 Aug,"Females","Full time","Community and Personal Service Workers",349.58406371
"3971",2017 Aug,"Females","Full time","Labourers",144.62849292
"3972",2017 Aug,"Females","Full time","Machinery Operators and Drivers",47.38982307
"3973",2017 Aug,"Females","Full time","Managers",441.36797887
"3974",2017 Aug,"Females","Full time","Professionals",1005.67313862
"3975",2017 Aug,"Females","Full time","Sales Workers",321.21047934
"3976",2017 Aug,"Females","Full time","Technicians and Trades Workers",144.00324958
"3977",2017 Aug,"Females","Part time","Clerical and Administrative Workers",471.4235086
"3978",2017 Aug,"Females","Part time","Community and Personal Service Workers",584.2912743
"3979",2017 Aug,"Females","Part time","Labourers",266.10717724
"3980",2017 Aug,"Females","Part time","Machinery Operators and Drivers",22.41004915
"3981",2017 Aug,"Females","Part time","Managers",132.47877964
"3982",2017 Aug,"Females","Part time","Professionals",583.36474481
"3983",2017 Aug,"Females","Part time","Sales Workers",503.85463549
"3984",2017 Aug,"Females","Part time","Technicians and Trades Workers",104.8193653
"3985",2017 Aug,"Males","Full time","Clerical and Administrative Workers",194.28266706
"3986",2017 Aug,"Males","Full time","Community and Personal Service Workers",231.51011343
"3987",2017 Aug,"Males","Full time","Labourers",487.49756924
"3988",2017 Aug,"Males","Full time","Machinery Operators and Drivers",615.25298985
"3989",2017 Aug,"Males","Full time","Managers",877.06158782
"3990",2017 Aug,"Males","Full time","Professionals",1143.60508134
"3991",2017 Aug,"Males","Full time","Sales Workers",406.65241689
"3992",2017 Aug,"Males","Full time","Technicians and Trades Workers",1345.86269498
"3993",2017 Aug,"Males","Part time","Clerical and Administrative Workers",39.64548501
"3994",2017 Aug,"Males","Part time","Community and Personal Service Workers",167.34986826
"3995",2017 Aug,"Males","Part time","Labourers",280.17485823
"3996",2017 Aug,"Males","Part time","Machinery Operators and Drivers",102.77066505
"3997",2017 Aug,"Males","Part time","Managers",77.00500774
"3998",2017 Aug,"Males","Part time","Professionals",182.28238621
"3999",2017 Aug,"Males","Part time","Sales Workers",204.93844273
"4000",2017 Aug,"Males","Part time","Technicians and Trades Workers",157.67649899
"4001",2017 Nov,"Females","Full time","Clerical and Administrative Workers",593.10926015
"4002",2017 Nov,"Females","Full time","Community and Personal Service Workers",373.5779362
"4003",2017 Nov,"Females","Full time","Labourers",137.84784648
"4004",2017 Nov,"Females","Full time","Machinery Operators and Drivers",46.62571403
"4005",2017 Nov,"Females","Full time","Managers",451.36067902
"4006",2017 Nov,"Females","Full time","Professionals",1034.71907493
"4007",2017 Nov,"Females","Full time","Sales Workers",351.51606162
"4008",2017 Nov,"Females","Full time","Technicians and Trades Workers",154.20799418
"4009",2017 Nov,"Females","Part time","Clerical and Administrative Workers",468.24793913
"4010",2017 Nov,"Females","Part time","Community and Personal Service Workers",568.24966724
"4011",2017 Nov,"Females","Part time","Labourers",287.3959981
"4012",2017 Nov,"Females","Part time","Machinery Operators and Drivers",27.93654348
"4013",2017 Nov,"Females","Part time","Managers",136.86729408
"4014",2017 Nov,"Females","Part time","Professionals",575.65326682
"4015",2017 Nov,"Females","Part time","Sales Workers",516.95014118
"4016",2017 Nov,"Females","Part time","Technicians and Trades Workers",120.25404611
"4017",2017 Nov,"Males","Full time","Clerical and Administrative Workers",205.35140599
"4018",2017 Nov,"Males","Full time","Community and Personal Service Workers",249.24039459
"4019",2017 Nov,"Males","Full time","Labourers",493.74532005
"4020",2017 Nov,"Males","Full time","Machinery Operators and Drivers",612.00813903
"4021",2017 Nov,"Males","Full time","Managers",888.17641996
"4022",2017 Nov,"Males","Full time","Professionals",1155.94260261
"4023",2017 Nov,"Males","Full time","Sales Workers",437.58314351
"4024",2017 Nov,"Males","Full time","Technicians and Trades Workers",1358.49930817
"4025",2017 Nov,"Males","Part time","Clerical and Administrative Workers",45.91789642
"4026",2017 Nov,"Males","Part time","Community and Personal Service Workers",158.4042957
"4027",2017 Nov,"Males","Part time","Labourers",284.7742087
"4028",2017 Nov,"Males","Part time","Machinery Operators and Drivers",112.06324549
"4029",2017 Nov,"Males","Part time","Managers",80.17461895
"4030",2017 Nov,"Males","Part time","Professionals",167.70145738
"4031",2017 Nov,"Males","Part time","Sales Workers",204.50135949
"4032",2017 Nov,"Males","Part time","Technicians and Trades Workers",155.02770098
"4033",2018 Feb,"Females","Full time","Clerical and Administrative Workers",589.49598499
"4034",2018 Feb,"Females","Full time","Community and Personal Service Workers",364.9961263
"4035",2018 Feb,"Females","Full time","Labourers",149.97845624
"4036",2018 Feb,"Females","Full time","Machinery Operators and Drivers",49.43371952
"4037",2018 Feb,"Females","Full time","Managers",438.04716597
"4038",2018 Feb,"Females","Full time","Professionals",1075.90996042
"4039",2018 Feb,"Females","Full time","Sales Workers",346.43426292
"4040",2018 Feb,"Females","Full time","Technicians and Trades Workers",158.05181117
"4041",2018 Feb,"Females","Part time","Clerical and Administrative Workers",457.29629094
"4042",2018 Feb,"Females","Part time","Community and Personal Service Workers",559.23392305
"4043",2018 Feb,"Females","Part time","Labourers",294.55227901
"4044",2018 Feb,"Females","Part time","Machinery Operators and Drivers",28.22422233
"4045",2018 Feb,"Females","Part time","Managers",126.59454481
"4046",2018 Feb,"Females","Part time","Professionals",561.38294131
"4047",2018 Feb,"Females","Part time","Sales Workers",540.64215568
"4048",2018 Feb,"Females","Part time","Technicians and Trades Workers",126.66956992
"4049",2018 Feb,"Males","Full time","Clerical and Administrative Workers",192.82139307
"4050",2018 Feb,"Males","Full time","Community and Personal Service Workers",251.22317945
"4051",2018 Feb,"Males","Full time","Labourers",509.62428105
"4052",2018 Feb,"Males","Full time","Machinery Operators and Drivers",642.2416349
"4053",2018 Feb,"Males","Full time","Managers",878.43828392
"4054",2018 Feb,"Males","Full time","Professionals",1188.42902106
"4055",2018 Feb,"Males","Full time","Sales Workers",423.81160533
"4056",2018 Feb,"Males","Full time","Technicians and Trades Workers",1364.95800873
"4057",2018 Feb,"Males","Part time","Clerical and Administrative Workers",37.92831394
"4058",2018 Feb,"Males","Part time","Community and Personal Service Workers",148.46152557
"4059",2018 Feb,"Males","Part time","Labourers",294.91524588
"4060",2018 Feb,"Males","Part time","Machinery Operators and Drivers",112.30022577
"4061",2018 Feb,"Males","Part time","Managers",87.88471346
"4062",2018 Feb,"Males","Part time","Professionals",171.20179602
"4063",2018 Feb,"Males","Part time","Sales Workers",200.34636503
"4064",2018 Feb,"Males","Part time","Technicians and Trades Workers",156.65568712
"4065",2018 May,"Females","Full time","Clerical and Administrative Workers",616.16054259
"4066",2018 May,"Females","Full time","Community and Personal Service Workers",345.71279262
"4067",2018 May,"Females","Full time","Labourers",138.92944907
"4068",2018 May,"Females","Full time","Machinery Operators and Drivers",51.09037414
"4069",2018 May,"Females","Full time","Managers",441.72702348
"4070",2018 May,"Females","Full time","Professionals",1062.4175672
"4071",2018 May,"Females","Full time","Sales Workers",313.96315016
"4072",2018 May,"Females","Full time","Technicians and Trades Workers",146.04709336
"4073",2018 May,"Females","Part time","Clerical and Administrative Workers",471.26870403
"4074",2018 May,"Females","Part time","Community and Personal Service Workers",591.42740427
"4075",2018 May,"Females","Part time","Labourers",289.17780396
"4076",2018 May,"Females","Part time","Machinery Operators and Drivers",25.91922677
"4077",2018 May,"Females","Part time","Managers",137.7058727
"4078",2018 May,"Females","Part time","Professionals",613.73363096
"4079",2018 May,"Females","Part time","Sales Workers",532.98017901
"4080",2018 May,"Females","Part time","Technicians and Trades Workers",129.05154055
"4081",2018 May,"Males","Full time","Clerical and Administrative Workers",191.76122039
"4082",2018 May,"Males","Full time","Community and Personal Service Workers",225.29564873
"4083",2018 May,"Males","Full time","Labourers",495.22821726
"4084",2018 May,"Males","Full time","Machinery Operators and Drivers",611.13768268
"4085",2018 May,"Males","Full time","Managers",926.79010719
"4086",2018 May,"Males","Full time","Professionals",1172.24409018
"4087",2018 May,"Males","Full time","Sales Workers",396.80650487
"4088",2018 May,"Males","Full time","Technicians and Trades Workers",1380.8902677
"4089",2018 May,"Males","Part time","Clerical and Administrative Workers",43.43681681
"4090",2018 May,"Males","Part time","Community and Personal Service Workers",150.55163321
"4091",2018 May,"Males","Part time","Labourers",310.24628966
"4092",2018 May,"Males","Part time","Machinery Operators and Drivers",119.88274428
"4093",2018 May,"Males","Part time","Managers",92.04989438
"4094",2018 May,"Males","Part time","Professionals",176.47270727
"4095",2018 May,"Males","Part time","Sales Workers",212.69511669
"4096",2018 May,"Males","Part time","Technicians and Trades Workers",159.89606592
"4097",2018 Aug,"Females","Full time","Clerical and Administrative Workers",644.05818713
"4098",2018 Aug,"Females","Full time","Community and Personal Service Workers",347.3694237
"4099",2018 Aug,"Females","Full time","Labourers",138.80936954
"4100",2018 Aug,"Females","Full time","Machinery Operators and Drivers",51.96140596
"4101",2018 Aug,"Females","Full time","Managers",442.16440801
"4102",2018 Aug,"Females","Full time","Professionals",1060.40815974
"4103",2018 Aug,"Females","Full time","Sales Workers",316.83444922
"4104",2018 Aug,"Females","Full time","Technicians and Trades Workers",139.15075868
"4105",2018 Aug,"Females","Part time","Clerical and Administrative Workers",481.22644928
"4106",2018 Aug,"Females","Part time","Community and Personal Service Workers",575.7097516
"4107",2018 Aug,"Females","Part time","Labourers",276.36856448
"4108",2018 Aug,"Females","Part time","Machinery Operators and Drivers",29.10544759
"4109",2018 Aug,"Females","Part time","Managers",130.00111513
"4110",2018 Aug,"Females","Part time","Professionals",599.65711659
"4111",2018 Aug,"Females","Part time","Sales Workers",530.25807594
"4112",2018 Aug,"Females","Part time","Technicians and Trades Workers",115.33620363
"4113",2018 Aug,"Males","Full time","Clerical and Administrative Workers",245.46511082
"4114",2018 Aug,"Males","Full time","Community and Personal Service Workers",227.63190176
"4115",2018 Aug,"Males","Full time","Labourers",496.75366062
"4116",2018 Aug,"Males","Full time","Machinery Operators and Drivers",629.58217253
"4117",2018 Aug,"Males","Full time","Managers",915.26473565
"4118",2018 Aug,"Males","Full time","Professionals",1147.32683336
"4119",2018 Aug,"Males","Full time","Sales Workers",391.45622538
"4120",2018 Aug,"Males","Full time","Technicians and Trades Workers",1366.98877668
"4121",2018 Aug,"Males","Part time","Clerical and Administrative Workers",47.7146570075615
"4122",2018 Aug,"Males","Part time","Community and Personal Service Workers",149.90986498
"4123",2018 Aug,"Males","Part time","Labourers",296.59128258
"4124",2018 Aug,"Males","Part time","Machinery Operators and Drivers",118.47290534
"4125",2018 Aug,"Males","Part time","Managers",78.65614077
"4126",2018 Aug,"Males","Part time","Professionals",199.31344105
"4127",2018 Aug,"Males","Part time","Sales Workers",201.86709902
"4128",2018 Aug,"Males","Part time","Technicians and Trades Workers",171.5650117
"4129",2018 Nov,"Females","Full time","Clerical and Administrative Workers",647.91458168
"4130",2018 Nov,"Females","Full time","Community and Personal Service Workers",372.08797982
"4131",2018 Nov,"Females","Full time","Labourers",151.8678943
"4132",2018 Nov,"Females","Full time","Machinery Operators and Drivers",48.39430846
"4133",2018 Nov,"Females","Full time","Managers",444.69853169
"4134",2018 Nov,"Females","Full time","Professionals",1085.68258023
"4135",2018 Nov,"Females","Full time","Sales Workers",322.36889955
"4136",2018 Nov,"Females","Full time","Technicians and Trades Workers",152.05813605
"4137",2018 Nov,"Females","Part time","Clerical and Administrative Workers",500.74808008
"4138",2018 Nov,"Females","Part time","Community and Personal Service Workers",583.25673719
"4139",2018 Nov,"Females","Part time","Labourers",272.15199092
"4140",2018 Nov,"Females","Part time","Machinery Operators and Drivers",30.3320365
"4141",2018 Nov,"Females","Part time","Managers",141.20303755
"4142",2018 Nov,"Females","Part time","Professionals",580.89154908
"4143",2018 Nov,"Females","Part time","Sales Workers",546.97698143
"4144",2018 Nov,"Females","Part time","Technicians and Trades Workers",111.38958613
"4145",2018 Nov,"Males","Full time","Clerical and Administrative Workers",244.70016303
"4146",2018 Nov,"Males","Full time","Community and Personal Service Workers",244.73914436
"4147",2018 Nov,"Males","Full time","Labourers",519.30354199
"4148",2018 Nov,"Males","Full time","Machinery Operators and Drivers",642.42410286
"4149",2018 Nov,"Males","Full time","Managers",928.04292382
